time,phase_A,phase_B,phase_C
4.11,6.150693916534861,6.165499933622506,6.09600614984263
4.12,6.160771384012859,6.175570569756983,6.106058046230154
4.13,6.170848612747581,6.185641118169336,6.116110269083079
4.14,6.180925608016696,6.195711580798019,6.1261628111852815
4.15,6.191002374981188,6.205781959538654,6.136215665480154
4.16,6.201078918687939,6.215852256244978,6.14626882506708
4.17,6.211155244072245,6.225922472729767,6.1563222831979845
4.18,6.22123135596029,6.235992610765742,6.166376033273964
4.19,6.231307259071556,6.246062672086456,6.1764300688419835
4.2,6.241382958021186,6.256132658387153,6.186484383591657
4.21,6.2514584573222844,6.266202571325622,6.19653897135209
4.22,6.261533761388181,6.276272412523021,6.2065938260887945
4.23,6.271608874534634,6.286342183564684,6.2166489419006785
4.24,6.281683800981986,6.296411886000919,6.226704313017092
4.25,6.291758544857277,6.306481521347775,6.236759933794945
4.26,6.3018331101963065,6.316551091087805,6.246815798715885
4.2700000000000005,6.31190750094565,6.326620596670801,6.256871902383546
4.28,6.321981720964634,6.33669003951452,6.266928239520843
4.29,6.332055774027263,6.346759421005391,6.276984804967342
4.3,6.3421296638241085,6.356828742499212,6.287041593676677
4.3100000000000005,6.352203393964151,6.366898005321818,6.297098600714029
4.32,6.362276967976587,6.37696721076975,6.3071558212536605
4.33,6.372350389312593,6.3870363601108995,6.317213250576505
4.34,6.382423661347047,6.397105454585144,6.327270884067808
4.3500000000000005,6.392496787380219,6.40717449540496,6.3373287172148185
4.36,6.402569770639422,6.417243483756036,6.347386745604539
4.37,6.412642614280621,6.4273124207978585,6.357444964921518
4.38,6.4227153213900126,6.437381307664294,6.36750337094569
4.39,6.432787894985569,6.447450145464155,6.377561959550273
4.4,6.4428603380185425,6.457518935281752,6.387620726699703
4.41,6.452932653374946,6.467587678177435,6.3976796684476165
4.42,6.463004843876991,6.477656375188125,6.407738780934882
4.43,6.473076912284501,6.487725027327828,6.4177980603876685
4.44,6.483148861296289,6.497793635588146,6.427857503115562
4.45,6.4932206935515095,6.507862200938769,6.43791710550972
4.46,6.503292411630972,6.517930724327957,6.447976864041069
4.47,6.513364018058438,6.52799920668302,6.45803677525854
4.48,6.523435515301874,6.538067648910776,6.468096835787348
4.49,6.533506905774695,6.548136051898002,6.4781570423273
4.5,6.543578191836963,6.558204416511882,6.488217391651152
4.51,6.553649375796568,6.568272743600438,6.498277880602991
4.5200000000000005,6.563720459910384,6.578341033992951,6.508338506096662
4.53,6.573791446385394,6.588409288500379,6.5183992651142235
4.54,6.583862337379796,6.598477507915758,6.528460154704442
4.55,6.593933135004078,6.608545693014602,6.5385211719813165
4.5600000000000005,6.604003841322076,6.618613844555285,6.548582314122635
4.57,6.614074458352003,6.628681963279425,6.558643578368568
4.58,6.62414498806746,6.638750049912252,6.568704962020285
4.59,6.63421543239842,6.648818105162968,6.578766462438609
4.6000000000000005,6.6442857932321955,6.658886129725104,6.588828077042698
4.61,6.654356072414377,6.668954124276867,6.598889803308754
4.62,6.664426271749758,6.679022089481475,6.608951638768764
4.63,6.674496393003241,6.689090025987491,6.619013581009265
4.64,6.6845664379007115,6.699157934429145,6.62907562767014
4.65,6.694636408129906,6.709225815426654,6.639137776443437
4.66,6.704706305341253,6.719293669586527,6.649200025072218
4.67,6.714776131148699,6.729361497501872,6.659262371349427
4.68,6.724845887130515,6.739429299752688,6.669324813116794
4.69,6.734915574830086,6.7494970769061595,6.679387348263752
4.7,6.744985195756677,6.759564829516936,6.689449974726384
4.71,6.755054751386196,6.76963255812741,6.699512690486391
4.72,6.7651242431619245,6.779700263267988,6.709575493570085
4.73,6.77519367249524,6.789767945457355,6.719638382047402
4.74,6.785263040766324,6.799835605202735,6.729701354030938
4.75,6.79533234932485,6.809903243000141,6.739764407675006
4.76,6.805401599490657,6.819970859334627,6.749827541174713
4.7700000000000005,6.81547079255441,6.830038454680527,6.7598907527650605
4.78,6.825539929778245,6.840106029501692,6.7699540407200605
4.79,6.835609012396398,6.850173584251723,6.7800174033518745
4.8,6.845678041615828,6.860241119374198,6.7900808390099705
4.8100000000000005,6.8557470186168095,6.87030863530289,6.800144346080296
4.82,6.865815944553531,6.880376132461988,6.8102079229844765
4.83,6.875884820554669,6.890443611266307,6.82027156817902
4.84,6.88595364772395,6.9005110721214935,6.830335280154553
4.8500000000000005,6.896022427140705,6.9105785154242305,6.840399057435061
4.86,6.906091159860409,6.920645941562434,6.850462898577154
4.87,6.916159846915204,6.930713350915448,6.860526802169345
4.88,6.926228489314419,6.940780743854233,6.870590766831345
4.89,6.936297088045073,6.950848120741552,6.880654791213372
4.9,6.946365644072369,6.960915481932149,6.890718873995478
4.91,6.956434158340173,6.970982827772933,6.90078301388689
4.92,6.96650263177149,6.981050158603142,6.910847209625364
4.93,6.976571065268924,6.991117474754518,6.920911459976553
4.94,6.986639459715127,7.001184776551474,6.930975763733395
4.95,6.99670781597324,7.011252064311251,6.941040119715505
4.96,7.006776134887327,7.02131933834408,6.951104526768589
4.97,7.016844417282796,7.031386598953336,6.961168983763864
4.98,7.026912663966808,7.04145384643569,6.9712334895974974
4.99,7.036980875728686,7.051521081081256,6.981298043190054
5.0,7.047049053340303,7.061588303173736,6.991362643485956
5.01,7.057117197556474,7.0716555129905645,7.001427289452956
5.0200000000000005,7.067185309115328,7.081722710803042,7.011491980081624
