time,feature_A,feature_B,feature_C
0.91,0.3876926317716227,0.10376872422002895,0.14606239062432066
0.92,0.38486274032104745,0.10630358034593174,0.1459434577530914
0.93,0.3820791987626042,0.10879203419139277,0.14583338082350963
0.9400000000000001,0.3793412267948731,0.11123493124647314,0.1457319198022263
0.9500000000000001,0.3766480575312812,0.11363310164202386,0.1456388399473304
0.96,0.37399893726591005,0.1159873604281533,0.145553911701363
0.97,0.3713931252434354,0.11829850784765257,0.1454769105864
0.98,0.3688298934331275,0.12056732960446981,0.14540761710116426
0.99,0.3663085263068388,0.12279459712732316,0.14534581662012938
1.0,0.36382832062090775,0.12498106782854021,0.1452912992945771
1.01,0.3613885852019103,0.12712748535821045,0.14524385995557168
1.02,0.3589886407361894,0.12923457985373532,0.145203298018815
1.03,0.3566278195630965,0.13130306818485935,0.14516941739134712
1.04,0.35430546547187824,0.13333365419426396,0.14514202638005694
1.05,0.35202093350214375,0.13532702893380436,0.14512093760196945
1.06,0.34977358974784944,0.13728387089646815,0.1451059678962754
1.07,0.34756281116473814,0.13920484624413346,0.1450969382380707
1.08,0.3453879853811713,0.14109060903120202,0.14509367365377354
1.09,0.34324851051229466,0.1429418014241824,0.14509600313818669
1.1,0.341143794977477,0.1447590539172963,0.14510375957317484
1.11,0.3390732573209652,0.14654298554417994,0.14511677964792566
1.12,0.3370363260356973,0.14829420408575145,0.145134903780765
1.1300000000000001,0.3350324393902181,0.1500133062743131,0.14515797604249653
1.1400000000000001,0.3330610452586424,0.1517008779939572,0.1451858440812374
1.1500000000000001,0.331121600953611,0.15335749447734184,0.14521835904872085
1.16,0.3292135730621872,0.15498372049890277,0.1452553755280388
1.17,0.327336437284641,0.15658011056456544,0.1452967514627963
1.18,0.3254896782760702,0.15814720909802094,0.14534234808765184
1.19,0.3236727894908076,0.15968555062362755,0.14539202986021654
1.2,0.3218852730295651,0.1611956599459995,0.1454456643942869
1.21,0.32012663948926645,0.1626780523263423,0.14550312239438554
1.22,0.3183964078155203,0.16413323365559426,0.1455642775915852
1.23,0.31669410515768726,0.16556170062443107,0.14562900668059153
1.24,0.3150192667264945,0.16696394089019104,0.145697189258061
1.25,0.31337143565415343,0.16834043324077633,0.14576870776212986
1.26,0.31175016285693524,0.1696916477555849,0.14584344741313188
1.27,0.3101550069001612,0.17101804596352693,0.14592129615548163
1.28,0.30858553386556486,0.17232008099817867,0.14600214460070143
1.29,0.30704131722098416,0.17359819775012525,0.1460858859715701
1.3,0.30552193769234165,0.17485283301654347,0.14617241604737216
1.31,0.3040269831378732,0.17608441564807453,0.14626163311022655
1.32,0.3025560484245644,0.17729336669303575,0.14635343789247407
1.33,0.3011087353067563,0.17848009953901928,0.14644773352510376
1.34,0.29968465230688146,0.1796450200519254,0.146544425487198
1.35,0.2982834145982929,0.1807885267124765,0.14664342155637705
1.36,0.2969046438901488,0.18191101075025765,0.14674463176022404
1.37,0.29554796831431684,0.18301285627532823,0.14684796832867153
1.3800000000000001,0.29421302231426155,0.18409444040744896,0.14695334564733128
1.3900000000000001,0.2928994465358807,0.18515613340296697,0.14706068021174937
1.4000000000000001,0.2916068877202553,0.18619829877940183,0.14716989058256869
1.41,0.2903349985982799,0.1872212934377739,0.14728089734158176
1.42,0.28908343778713963,0.1882254677827158,0.14739362304865658
1.43,0.2878518696886014,0.18921116584040718,0.14750799219951885
1.44,0.28663996438908695,0.19017872537437244,0.1476239311843744
1.45,0.2854473975614969,0.19112847799917967,0.14774136824735523
1.46,0.2842738503687537,0.1920607492920791,0.14786023344677401
1.47,0.2831190093690341,0.19297585890261826,0.14798045861617087
1.48,0.2819825664226609,0.1938741206602704,0.14810197732613786
1.49,0.2808642186006242,0.19475584268011237,0.14822472484690571
1.5,0.2797636680947043,0.19562132746658698,0.1483486381116786
1.51,0.2786806221291668,0.1964708720153847,0.14847365568070214
1.52,0.277614792874003,0.1973047679134788,0.14859971770605115
1.53,0.27656589735968806,0.19812330143734705,0.14872676589712253
1.54,0.27553365739342967,0.19892675364941315,0.1488547434868204
1.55,0.2745177994768814,0.1997154004927401,0.14898359519841975
1.56,0.2735180547252946,0.20048951288400688,0.14911326721309578
1.57,0.2725341587880838,0.20124935680479966,0.14924370713810586
1.58,0.2715658517707797,0.20199519339124833,0.1493748639756118
1.59,0.27061287815834656,0.20272727902203777,0.1495066880921299
1.6,0.2696749867398389,0.20344586540482382,0.14963913118859673
1.61,0.26875193053437413,0.20415119966108242,0.14977214627103866
1.62,0.26784346671839804,0.2048435244094206,0.1499056876218338
1.6300000000000001,0.2669493565542203,0.205523077847377,0.15003971077155434
1.6400000000000001,0.2660693653197973,0.2061900938317392,0.15017417247137882
1.6500000000000001,0.2652032622397405,0.20684480195740496,0.15030903066606244
1.6600000000000001,0.2643508204175289,0.20748742763481354,0.1504442444674554
1.67,0.26351181676890373,0.20811819216597308,0.15057977412855822
1.68,0.2626860319564253,0.20873731281910934,0.15071558101810362
1.69,0.261873250325171,0.209345002901961,0.15085162759565518
1.7,0.26107325983955426,0.20994147183374576,0.15098787738721217
1.71,0.2602858520212452,0.2105269252158215,0.15112429496131113
1.72,0.25951082188817304,0.2111015649010661,0.1512608459056145
1.73,0.2587479678945915,0.21166558906199898,0.1513974968039767
1.74,0.2579970918721883,0.21221919225766733,0.15153421521397867
1.75,0.25725799897222046,0.2127625654993194,0.1516709696449212
1.76,0.25653049760865726,0.21329589631488663,0.15180772953626892
1.77,0.25581439940231315,0.21381936881229632,0.15194446523653551
1.78,0.25510951912595303,0.2143331637416361,0.15208114798260183
1.79,0.25441567465035314,0.2148374585561908,0.15221774987945855
1.8,0.25373268689130024,0.21533242747237233,0.15235424388036478
1.81,0.253060379757513,0.21581824152856252,0.15249060376741508
1.82,0.25239858009946897,0.21629506864288853,0.15262680413250615
1.83,0.25174711765912156,0.21676307366995043,0.15276282035869612
1.84,0.25110582502049117,0.21722241845651963,0.15289862860194833
1.85,0.250474537561115,0.21767326189622693,0.1530342057732521
1.86,0.2498530934043406,0.2181157599832586,0.15316952952111348
1.87,0.24924133337244836,0.21855006586507822,0.15330457821440815
1.8800000000000001,0.2486391009405881,0.21897632989419213,0.15343933092558998
1.8900000000000001,0.24804624219151578,0.21939469967897574,0.15357376741424786
1.9000000000000001,0.24746260577111584,0.21980532013357768,0.15370786811100415
1.9100000000000001,0.2468880428446959,0.22020833352691854,0.15384161410174807
1.92,0.2463224070540397,0.22060387953080066,0.1539749871121972
1.93,0.24576555447520534,0.22099209526714483,0.1541079694927812
1.94,0.24521734357705555,0.22137311535437013,0.15424054420384056
1.95,0.24467763518050706,0.22174707195293195,0.15437269480113527
1.96,0.24414629241848676,0.22211409481003389,0.1545044054216562
1.97,0.24362318069658181,0.22247431130352818,0.15463566076973398
1.98,0.24310816765437182,0.22282784648501952,0.15476644610343937
1.99,0.24260112312743096,0.22317482312218656,0.15489674722126912
2.0,0.2421019191099884,0.22351536174033554,0.1550265504491119
2.0100000000000002,0.24161042971823532,0.22384958066319957,0.1551558426274888
2.02,0.24112653115426727,0.2241775960529977,0.1552846110990628
2.0300000000000002,0.24065010167065082,0.22449952194976666,0.15541284369641203
2.04,0.24018102153560325,0.2248154703099789,0.15554052873006155
2.05,0.2397191729987749,0.2251255510444596,0.15566765497676852
2.06,0.23926444025762333,0.22542987205561557,0.15579421166805585
2.07,0.238816709424369,0.22572853927398817,0.1559201884789892
2.08,0.2383758684935223,0.22602165669414287,0.15604557551719261
2.09,0.2379418073099719,0.22630932640990725,0.15617036331209813
2.1,0.23751441753762462,0.2265916486489693,0.1562945428044246
2.11,0.2370935926285871,0.2268687218068476,0.15641810533588107
2.12,0.2366792277928797,0.2271406424802449,0.15654104263909063
2.13,0.23627121996867353,0.22740750549979596,0.15666334682772987
2.14,0.23586946779304124,0.22766940396222096,0.15678501038687984
2.15,0.23547387157321273,0.22792642926189507,0.1569060261635846
2.16,0.23508433325832673,0.22817867112184487,0.1570263873576125
2.17,0.23470075641166988,0.22842621762418186,0.15714608751241707
2.18,0.23432304618339445,0.22866915523998335,0.1572651205062925
2.19,0.23395110928370655,0.22890756885863087,0.15738348054372078
2.2,0.23358485395651654,0.22914154181661558,0.15750116214690604
2.21,0.23322418995354346,0.2293711559258209,0.1576181601474925
2.22,0.23286902850886576,0.22959649150129113,0.1577344696784624
2.23,0.2325192823139102,0.229817627388496,0.15785008616621043
2.24,0.2321748654928716,0.23003464099010004,0.1579650053227906
2.25,0.2318356935785558,0.23024760829224558,0.15807922313833275
2.2600000000000002,0.2315016834886381,0.23045660389035855,0.1581927358736249
2.27,0.23117275350233057,0.23066170101448535,0.15830554005285807
2.2800000000000002,0.2308488232374506,0.23086297155416977,0.15841763245653048
2.29,0.2305298136278836,0.2310604860828777,0.15852901011450782
2.3000000000000003,0.2302156469014336,0.23125431388197826,0.1586396702992364
2.31,0.2299062465580541,0.23144452296428947,0.15874961051910616
2.32,0.22960153734845343,0.2316311800971958,0.15885882851196056
2.33,0.22930144525306723,0.23181435082534604,0.15896732223875013
2.34,0.22900589746139238,0.2319940994929386,0.1590750898773271
2.35,0.22871482235167565,0.2321704892656019,0.15918212981637803
2.36,0.22842814947095083,0.23234358215187745,0.15928844064949163
2.37,0.2281458095154187,0.2325134390243121,0.15939402116935916
2.38,0.22786773431116344,0.23268011964016747,0.1594988703621046
2.39,0.2275938567951996,0.23284368266175284,0.15960298740174203
2.4,0.22732411099684438,0.2330041856763885,0.1597063716447575
2.41,0.2270584320194089,0.23316168521600641,0.159809022624813
2.42,0.2267967560222033,0.2333162367763946,0.15991094004756992
2.43,0.22653902020285024,0.2334678948360917,0.16001212378562965
2.44,0.22628516277990102,0.23361671287493826,0.16011257387358882
2.45,0.22603512297574957,0.23376274339229067,0.16021229050320693
2.46,0.22578884099983879,0.2339060379249041,0.160311274018684
2.47,0.22554625803215422,0.23404664706449044,0.160409524912046
2.48,0.22530731620700015,0.2341846204749569,0.16050704381863584
2.49,0.22507195859705306,0.23432000690933136,0.16060383151270782
2.5,0.22484012919768778,0.23445285422637993,0.16069988890312326
2.5100000000000002,0.22461177291157153,0.2345832094069225,0.1607952170291453
2.52,0.22438683553352104,0.2347111185698515,0.1608898170563309
2.5300000000000002,0.22416526373561857,0.23483662698785954,0.16098369027251805
2.54,0.22394700505258178,0.23495977910288096,0.1610768380839058
2.5500000000000003,0.22373200786738365,0.23508061854125276,0.1611692620112259
2.56,0.22352022139711752,0.2351991881285996,0.1612609636860035
2.57,0.22331159567910353,0.23531552990444837,0.16135194484690563
2.58,0.22310608155723174,0.23542968513657672,0.1614422073361749
2.59,0.22290363066853836,0.23554169433510083,0.16153175309614745
2.6,0.22270419543001052,0.2356515972663069,0.16162058416585295
2.61,0.22250772902561616,0.2357594329662311,0.16170870267769494
2.62,0.22231418539355458,0.23586523975399226,0.1617961108542099
2.63,0.22212351921372422,0.23596905524488251,0.1618828110049035
2.64,0.22193568589540386,0.2360709163632194,0.16196880552316237
2.65,0.22175064156514318,0.23617085935496424,0.16205409688323952
2.66,0.22156834305485967,0.2362689198001112,0.16213868763731243
2.67,0.2213887478901377,0.2363651326248506,0.16222258041261167
2.68,0.22121181427872674,0.23645953211351117,0.16230577790861914
2.69,0.22103750109923484,0.23655215192028498,0.1623882828943339
2.7,0.2208657678900144,0.23664302508073887,0.16247009820560468
2.71,0.22069657483823657,0.2367321840231166,0.16255122674252723
2.72,0.22052988276915134,0.23681966057943524,0.16263167146690552
2.73,0.2203656531355297,0.2369054859963796,0.1627114353997751
2.74,0.22020384800728515,0.23698969094599845,0.16279052161898752
2.75,0.22004443006127114,0.23707230553620603,0.16286893325685448
2.7600000000000002,0.21988736257125152,0.23715335932109244,0.16294667349785033
2.77,0.21973260939804107,0.23723288131104628,0.16302374557637178
2.7800000000000002,0.21958013497981305,0.23731089998269317,0.16310015277455361
2.79,0.21942990432257095,0.23738744328865322,0.16317589842013908
2.8000000000000003,0.21928188299078163,0.23746253866712097,0.16325098588440395
2.81,0.21913603709816698,0.23753621305127084,0.16332541858013302
2.82,0.21899233329865142,0.2376084928784914,0.1633991999596479
2.83,0.21885073877746258,0.23767940409945143,0.16347233351288498
2.84,0.21871122124238243,0.237748972187001,0.16354482276552265
2.85,0.21857374891514633,0.2378172221449104,0.16361667127715646
2.86,0.21843829052298747,0.23788417851645,0.16368788263952141
2.87,0.21830481529032408,0.23794986539281365,0.16375846047476028
2.88,0.21817329293058713,0.23801430642138907,0.16382840843373683
2.89,0.21804369363818585,0.23807752481387717,0.16389773019439322
2.9,0.21791598808060897,0.23813954335426377,0.16396642946015036
2.91,0.21779014739065922,0.23820038440664604,0.16403450995835062
2.92,0.2176661431588186,0.23826006992291635,0.16410197543874153
2.93,0.21754394742574265,0.23831862145030613,0.16416882967199992
2.94,0.2174235326748809,0.23837606013879237,0.16423507644829557
2.95,0.21730487182522187,0.23843240674836907,0.16430071957589334
2.96,0.21718793822416013,0.23848768165618633,0.164365762879793
2.97,0.21707270564048348,0.23854190486355922,0.1644302102004061
2.98,0.21695914825747806,0.23859509600284906,0.16449406539226885
2.99,0.21684724066614963,0.23864727434421928,0.16455733232279024
3.0,0.21673695785855857,0.23869845880226806,0.16462001487103478
3.0100000000000002,0.21662827522126712,0.23874866794254015,0.16468211692653886
3.02,0.21652116852889672,0.23879791998792013,0.16474364238816025
3.0300000000000002,0.21641561393779338,0.23884623282490886,0.1648045951629597
3.04,0.21631158797979966,0.2388936240097858,0.16486497916511422
3.0500000000000003,0.21620906755613095,0.23894011077465885,0.1649247983148611
3.06,0.2161080299313547,0.23898571003340385,0.16498405653747206
3.0700000000000003,0.21600845272747046,0.239030438387496,0.16504275776225705
3.08,0.21591031391808935,0.2390743121317347,0.1651009059215966
3.09,0.21581359182271087,0.2391173472598642,0.16515850495000245
3.1,0.21571826510109568,0.23915955947009168,0.1652155587832058
3.11,0.21562431274773272,0.23920096417050468,0.16527207135727218
3.12,0.21553171408639876,0.23924157648438985,0.16532804660774292
3.13,0.21544044876480914,0.23928141125545443,0.16538348846880213
3.14,0.21535049674935786,0.23932048305295292,0.16543840087246875
3.15,0.21526183831994575,0.23935880617671976,0.16549278774781329
3.16,0.21517445406489497,0.23939639466211057,0.16554665302019836
3.17,0.2150883248759485,0.2394332622848531,0.16560000061054272
3.18,0.21500343194335325,0.23946942256580958,0.1656528344346083
3.19,0.214919756751025,0.23950488877565246,0.16570515840230923
3.2,0.21483728107179437,0.23953967393945458,0.16575697641704318
3.21,0.21475598696273174,0.23957379084119565,0.1658082923750436
3.22,0.21467585676055043,0.23960725202818656,0.16585911016475308
3.23,0.21459687307708628,0.2396400698154129,0.16590943366621688
3.24,0.21451901879485258,0.23967225628979913,0.1659592667504965
3.25,0.2144422770626692,0.2397038233143951,0.16600861327910243
3.2600000000000002,0.2143666312913642,0.23973478253248598,0.1660574771034461
3.27,0.21429206514954727,0.23976514537162721,0.16610586206431013
3.2800000000000002,0.21421856255945318,0.2397949230476059,0.16615377199133682
3.29,0.21414610769285458,0.23982412656832977,0.16620121070253407
3.3000000000000003,0.2140746849670426,0.23985276673764505,0.1662481820037988
3.31,0.21400427904087424,0.23988085415908483,0.16629468968845681
3.3200000000000003,0.21393487481088547,0.2399083992395489,0.16634073753681952
3.33,0.2138664574074687,0.23993541219291625,0.16638632931575625
3.34,0.21379901219111389,0.23996190304359183,0.1664314687782825
3.35,0.21373252474871177,0.2399878816299883,0.16647615966316323
3.36,0.21366698088991856,0.24001335760794437,0.16652040569453122
3.37,0.21360236664358073,0.24003834045408057,0.1665642105815198
3.38,0.2135386682542192,0.24006283946909374,0.16660757801790982
3.39,0.21347587217857153,0.24008686378099137,0.1666505116817905
3.4,0.21341396508219151,0.24011042234826682,0.16669301523523364
3.41,0.21335293383610493,0.24013352396301652,0.1667350923239811
3.42,0.21329276551352064,0.24015617725400012,0.166776746577145
3.43,0.213233447386596,0.24017839068964497,0.16681798160692063
3.44,0.2131749669232558,0.24020017258099535,0.1668588010083113
3.45,0.2131173117840636,0.24022153108460803,0.16689920835886524
3.46,0.2130604698191449,0.24024247420539482,0.16693920721842415
3.47,0.21300442906516084,0.24026300979941317,0.1669788011288829
3.48,0.2129491777423321,0.2402831455766057,0.16701799361396039
3.49,0.21289470425151158,0.24030288910348974,0.16705678817898115
3.5,0.21284099717130553,0.24032224780579756,0.16709518831066725
3.5100000000000002,0.21278804525524198,0.24034122897106847,0.16713319747694066
3.52,0.2127358374289858,0.2403598397511934,0.1671708191267354
3.5300000000000002,0.2126843627875997,0.24037808716491296,0.1672080566898193
3.54,0.21263361059285008,0.24039597810026986,0.1672449135766255
3.5500000000000003,0.2125835702705574,0.24041351931701638,0.16728139317809274
3.56,0.21253423140799,0.2404307174489779,0.167317498865515
3.5700000000000003,0.21248558375130056,0.24044757900637312,0.16735323399039956
3.58,0.212437617203005,0.24046411037809182,0.1673886018843337
3.59,0.21239032181950246,0.24048031783393098,0.1674236058588596
3.6,0.21234368780863613,0.24049620752678996,0.16745824920535743
3.61,0.21229770552729402,0.2405117854948255,0.167492535194936
3.62,0.21225236547904897,0.24052705766356727,0.1675264670783313
3.63,0.2122076583118375,0.24054202984799475,0.16756004808581232
3.64,0.2121635748156765,0.24055670775457597,0.16759328142709415
3.65,0.21212010592041736,0.24057109698326903,0.167626170291258
3.66,0.21207724269353692,0.240585203029487,0.1676587178466782
3.67,0.21203497633796434,0.24059903128602667,0.16769092724095574
3.68,0.21199329818994367,0.2406125870449622,0.16772280160085826
3.69,0.2119521997169313,0.24062587549950387,0.16775434403226636
3.7,0.21191167251552764,0.240638901745823,0.16778555762012604
3.71,0.21187170830944266,0.24065167078484326,0.16781644542840696
3.72,0.2118322989474946,0.24066418752399923,0.1678470105000666
3.73,0.21179343640164133,0.24067645677896282,0.16787725585701993
3.74,0.21175511276504363,0.2406884832753379,0.16790718450011458
3.75,0.2117173202501603,0.24070027165032404,0.16793679940911121
3.7600000000000002,0.21168005118687402,0.2407118264543496,0.1679661035426691
3.77,0.21164329802064796,0.24072315215267506,0.16799509983833666
3.7800000000000002,0.21160705331071206,0.2407342531269668,0.1680237912125468
3.79,0.21157130972827906,0.24074513367684217,0.16805218056061696
3.8000000000000003,0.21153606005478948,0.24075579802138602,0.16808027075675383
3.81,0.21150129718018496,0.24076625030063978,0.1681080646540622
3.8200000000000003,0.2114670141012098,0.24077649457706282,0.16813556508455837
3.83,0.21143320391973996,0.24078653483696735,0.16816277485918762
3.84,0.21139985984113918,0.24079637499192685,0.16818969676784562
3.85,0.21136697517264177,0.24080601888015862,0.16821633357940385
3.86,0.21133454332176158,0.24081547026788108,0.16824268804173878
3.87,0.21130255779472673,0.2408247328506461,0.1682687628817646
3.88,0.2112710121949397,0.24083381025464692,0.16829456080546962
3.89,0.21123990022146236,0.24084270603800206,0.1683200844979561
3.9,0.21120921566752532,0.24085142369201565,0.1683453366234833
3.91,0.2111789524190617,0.24085996664241466,0.16837031982551381
3.92,0.2111491044532642,0.2408683382505634,0.16839503672676295
3.93,0.21111966583716582,0.24087654181465565,0.16841948992925124
3.94,0.2110906307262432,0.24088458057088513,0.16844368201435966
3.95,0.21106199336304265,0.24089245769459422,0.16846761554288783
3.96,0.2110337480758283,0.2409001763014017,0.1684912930551148
3.97,0.21100588927725203,0.24090773944830984,0.1685147170708625
3.98,0.21097841146304475,0.240915150134791,0.16853789008956174
3.99,0.2109513092107288,0.24092241130385447,0.16856081459032063
4.0,0.21092457717835117,0.2409295258430935,0.16858349303199516
4.01,0.21089821010323684,0.2409364965857132,0.16860592785326242
4.0200000000000005,0.21087220280076238,0.24094332631153967,0.16862812147269562
4.03,0.2108465501631492,0.24095001774801034,0.16865007628884146
4.04,0.21082124715827605,0.24095657357114622,0.16867179468029936
4.05,0.2107962888285107,0.2409629964065064,0.16869327900580275
4.0600000000000005,0.21077167028956034,0.24096928883012475,0.16871453160430208
4.07,0.2107473867293404,0.24097545336942966,0.16873555479504979
4.08,0.2107234334068614,0.24098149250414672,0.1687563508776869
4.09,0.2106998056511338,0.24098740866718474,0.1687769221323312
4.1,0.2106764988600902,0.2409932042455057,0.16879727081966717
4.11,0.21065350849952494,0.2409988815809784,0.16881739918103725
4.12,0.21063083010205047,0.2410044429712168,0.16883730943853473
4.13,0.21060845926607055,0.24100989067040238,0.16885700379509785
4.14,0.21058639165476983,0.241015226890092,0.1688764844346054
4.15,0.21056462299511944,0.2410204538000104,0.1688957535219734
4.16,0.21054314907689853,0.24102557352882834,0.16891481320325313
4.17,0.21052196575173146,0.2410305881649264,0.1689336656057303
4.18,0.21050106893214024,0.2410354997571446,0.1689523128380252
4.19,0.21048045459061207,0.24104031031551848,0.168970756990194
4.2,0.2104601187586818,0.24104502181200127,0.16898900013383103
4.21,0.2104400575260289,0.24104963618117306,0.16900704432217192
4.22,0.21042026703958877,0.24105415532093677,0.16902489159019773
4.23,0.21040074350267834,0.24105858109320127,0.16904254395473978
4.24,0.21038148317413535,0.24106291532455204,0.16906000341458544
4.25,0.21036248236747143,0.24106715980690932,0.16907727195058447
4.26,0.21034373745003854,0.2410713162981743,0.16909435152575625
4.2700000000000005,0.2103252448422087,0.24107538652286323,0.16911124408539752
4.28,0.2103070010165666,0.24107937217272998,0.1691279515571908
4.29,0.2102890024971152,0.241083274907377,0.16914447585131337
4.3,0.21027124585849372,0.24108709635485512,0.16916081886054674
4.3100000000000005,0.21025372772520798,0.24109083811225226,0.16917698246038665
4.32,0.2102364447708731,0.24109450174627126,0.16919296850915355
4.33,0.21021939371746806,0.241098088793797,0.16920877884810342
4.34,0.210202571334602,0.24110160076245318,0.169224415301539
4.3500000000000005,0.2101859744387921,0.2411050391311488,0.1692398796769214
4.36,0.21016959989275305,0.24110840535061442,0.1692551737649819
4.37,0.21015344460469734,0.2411117008439287,0.16927029933983423
4.38,0.21013750552764698,0.24111492700703507,0.1692852581590869
4.39,0.21012177965875578,0.24111808520924904,0.16930005196395584
4.4,0.21010626403864247,0.241121176793756,0.16931468247937714
